index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName
172,5.8,6494,981,Beer_172,Style_2,3.1,2.3,2.8,3.4,3.1,Sample review text 172,{},1636032430,569838372,1992-03-12,750150991,,User_172
173,6.3,9832,1835,Beer_173,Style_3,2.3,4.4,3.8,1.8,1.7,Sample review text 173,{},1713747476,855517802,1992-08-15,696821507,Female,User_173
174,3.7,6453,782,Beer_174,Style_4,3.5,1.1,4.7,1.8,1.1,Sample review text 174,{},1582996110,589239168,1990-04-12,750799134,Male,User_174
175,10.7,2827,2621,Beer_175,Style_5,1.4,1.9,4.6,2.1,2.4,Sample review text 175,{},1721045239,1577972802,1993-05-11,959838204,Male,User_175
176,8.3,5702,2894,Beer_176,Style_6,3.5,4.6,1.2,3.8,4.7,Sample review text 176,{},1601908067,1224371885,1995-02-10,648189452,Other,User_176
177,3.8,1539,2544,Beer_177,Style_7,2.1,3.6,1.7,3.4,5.0,Sample review text 177,{},1695649744,1852929015,1990-08-13,713173402,,User_177
178,10.2,8202,2871,Beer_178,Style_8,1.1,1.9,4.0,4.4,4.8,Sample review text 178,{},1200268792,1282572142,1990-07-18,644917946,Other,User_178
179,7.0,5438,738,Beer_179,Style_9,3.2,1.9,3.8,2.2,3.9,Sample review text 179,{},1185713107,1123138095,1996-01-10,682734272,Female,User_179
180,9.9,4501,1920,Beer_180,Style_0,3.3,4.5,1.5,4.6,3.2,Sample review text 180,{},1094502400,1710376411,1990-07-17,843009855,Other,User_180
181,3.1,4537,2884,Beer_181,Style_1,2.7,4.6,3.0,4.0,3.4,Sample review text 181,{},1197292908,1392775619,1996-06-12,698893464,Female,User_181
182,3.3,7716,840,Beer_182,Style_2,1.3,2.0,4.1,2.6,3.2,Sample review text 182,{},1289615697,688522488,1992-04-12,860382321,Male,User_182
183,4.5,7818,1391,Beer_183,Style_3,4.6,2.7,1.9,1.4,3.8,Sample review text 183,{},1174048649,1600364839,1991-06-13,1075296875,,User_183
184,4.9,7200,1986,Beer_184,Style_4,3.4,4.3,4.5,2.0,2.7,Sample review text 184,{},1114094998,971939717,1996-01-12,690354250,,User_184
185,9.9,5286,961,Beer_185,Style_5,1.5,4.1,1.2,4.8,3.7,Sample review text 185,{},1073750289,975681743,1996-04-13,794904392,Other,User_185
186,9.4,5739,1816,Beer_186,Style_6,3.0,4.3,4.1,2.2,1.5,Sample review text 186,{},1230523961,865224413,1990-05-17,888135878,Female,User_186
187,8.5,3089,1297,Beer_187,Style_7,3.0,3.1,3.5,2.3,2.1,Sample review text 187,{},1368374600,810519486,1992-02-13,1050440669,Male,User_187
188,11.0,6605,1232,Beer_188,Style_8,1.2,4.6,2.3,1.8,4.3,Sample review text 188,{},1151473005,587469730,1992-07-17,1042247804,Female,User_188
189,5.2,8340,661,Beer_189,Style_9,3.4,2.3,3.9,4.2,4.6,Sample review text 189,{},1690262004,962869447,1997-06-13,831039938,Other,User_189
190,11.1,7822,2995,Beer_190,Style_0,4.2,1.6,4.1,2.1,3.2,Sample review text 190,{},1365211613,1176294204,1991-04-12,1094053757,Female,User_190
191,11.2,4321,1978,Beer_191,Style_1,4.0,3.8,4.7,2.3,1.1,Sample review text 191,{},1355473459,1356673796,1992-04-11,891456486,Male,User_191
192,6.9,3549,2812,Beer_192,Style_2,1.8,3.2,2.5,2.7,4.7,Sample review text 192,{},1305553118,1550878923,1991-03-10,933668928,Other,User_192
193,3.8,2216,1509,Beer_193,Style_3,4.4,4.4,3.7,2.7,3.8,Sample review text 193,{},1590250797,1384807384,1997-06-12,885018585,Male,User_193
194,9.5,5885,631,Beer_194,Style_4,2.4,1.3,3.4,2.6,2.7,Sample review text 194,{},1479276906,1741608416,1990-03-10,880713925,Other,User_194
195,6.0,7893,2357,Beer_195,Style_5,4.8,4.4,3.1,3.0,3.4,Sample review text 195,{},1497543436,829785830,1992-04-15,756550842,,User_195
196,10.2,9933,2667,Beer_196,Style_6,1.3,2.2,4.6,4.3,2.7,Sample review text 196,{},1122972255,732108247,1996-07-18,855150953,Female,User_196
197,4.5,7308,2415,Beer_197,Style_7,2.9,3.6,1.0,4.3,2.9,Sample review text 197,{},1464355600,1328867689,1997-05-13,807783563,Male,User_197
198,7.9,6082,1742,Beer_198,Style_8,3.4,1.2,2.1,4.2,4.5,Sample review text 198,{},1186138432,1214040487,1995-03-10,638475061,Male,User_198
199,7.6,8225,1171,Beer_199,Style_9,2.0,3.4,3.2,1.4,1.6,Sample review text 199,{},1293160628,1844666707,1997-06-11,972182962,Female,User_199
200,3.9,8430,1004,Beer_200,Style_0,4.1,3.9,1.7,4.2,1.4,Sample review text 200,{},1491853956,830680842,1997-04-18,679967781,Male,User_200
201,6.3,9839,2656,Beer_201,Style_1,3.5,2.5,4.6,1.5,1.0,Sample review text 201,{},1343874220,1624058973,1993-01-16,1028204589,Male,User_201
202,3.8,3797,1761,Beer_202,Style_2,1.1,1.9,3.6,1.5,2.3,Sample review text 202,{},1461044535,1143529135,1994-02-14,732059273,Male,User_202
203,7.2,1818,792,Beer_203,Style_3,3.4,3.2,2.9,4.8,1.6,Sample review text 203,{},1395374596,635250662,1993-06-10,861417942,,User_203
204,10.6,9434,2510,Beer_204,Style_4,3.0,4.3,4.3,4.3,1.9,Sample review text 204,{},1206209380,1076777468,1992-03-16,1016178653,Male,User_204
205,5.4,7806,1327,Beer_205,Style_5,1.8,2.3,2.8,3.2,1.0,Sample review text 205,{},1082064726,1580670651,1997-04-18,1049490812,,User_205
206,9.9,8001,686,Beer_206,Style_6,5.0,2.0,3.2,4.5,1.9,Sample review text 206,{},1149946571,1394614466,1990-04-11,1020819891,Female,User_206
207,4.7,8926,1559,Beer_207,Style_7,4.6,2.1,1.0,5.0,2.3,Sample review text 207,{},1214584993,791004678,1991-01-14,688884274,,User_207
208,9.1,5104,2803,Beer_208,Style_8,2.2,4.8,2.5,3.4,1.1,Sample review text 208,{},1578405948,1823854826,1991-04-18,837806741,Male,User_208
209,11.2,9046,1958,Beer_209,Style_9,3.2,2.4,1.6,3.5,3.4,Sample review text 209,{},1166009302,1474575308,1992-07-17,665594478,Male,User_209
210,5.9,1012,2142,Beer_210,Style_0,2.3,1.0,3.8,4.0,3.3,Sample review text 210,{},1460044751,661333604,1995-02-14,1052717000,Male,User_210
211,11.1,6894,1531,Beer_211,Style_1,4.1,4.1,2.9,1.9,1.4,Sample review text 211,{},1054407869,682030232,1991-03-12,1063380690,,User_211
212,7.5,8050,1701,Beer_212,Style_2,4.7,3.8,2.2,1.7,3.4,Sample review text 212,{},1147190596,612395158,1997-07-18,999895495,Other,User_212
213,5.9,4017,2588,Beer_213,Style_3,2.4,1.5,2.9,4.0,5.0,Sample review text 213,{},1425902142,1509774130,1996-01-15,806706933,Other,User_213
214,11.1,8392,2660,Beer_214,Style_4,4.2,4.9,1.8,2.4,4.8,Sample review text 214,{},1375320814,653569504,1996-04-15,883699651,Female,User_214
215,3.3,1689,1353,Beer_215,Style_5,3.0,3.4,4.7,1.5,1.0,Sample review text 215,{},1692506821,1502004228,1991-05-18,702009220,Female,User_215
216,3.3,6878,2625,Beer_216,Style_6,2.6,3.0,1.2,2.3,4.2,Sample review text 216,{},1421204748,995583453,1992-06-15,952360146,Female,User_216
217,8.4,4138,1218,Beer_217,Style_7,4.8,2.5,4.5,2.4,2.4,Sample review text 217,{},1065380010,1519443934,1997-05-13,937239149,Male,User_217
218,10.2,8976,2346,Beer_218,Style_8,3.0,4.6,3.0,4.9,1.3,Sample review text 218,{},1163778589,603197452,1995-01-18,1097972561,Other,User_218
219,9.8,9868,1377,Beer_219,Style_9,2.9,2.0,3.5,3.8,2.2,Sample review text 219,{},1288232656,1271593513,1998-07-10,941669880,Other,User_219
220,3.7,7327,901,Beer_220,Style_0,3.7,2.1,2.2,3.1,2.3,Sample review text 220,{},1215348286,823945277,1992-04-14,860173084,Female,User_220
221,11.6,5303,563,Beer_221,Style_1,2.0,1.5,4.9,4.9,3.1,Sample review text 221,{},1647668792,639634394,1993-05-16,838038610,Other,User_221
222,9.3,2002,1948,Beer_222,Style_2,2.3,4.0,2.1,4.6,3.6,Sample review text 222,{},1002418495,1663531829,1998-01-14,689433733,Female,User_222
223,11.5,8408,872,Beer_223,Style_3,4.7,3.4,3.4,3.0,4.0,Sample review text 223,{},1271376079,1565579650,1992-03-11,767207620,Male,User_223
224,6.0,9142,805,Beer_224,Style_4,3.7,3.4,5.0,4.6,2.0,Sample review text 224,{},1552414640,1560020050,1995-06-15,811003306,Other,User_224
225,9.2,2765,2756,Beer_225,Style_5,4.3,1.9,4.5,2.6,2.3,Sample review text 225,{},1697878078,908249535,1992-01-16,1047442295,Male,User_225
226,10.7,6778,1431,Beer_226,Style_6,2.1,3.6,3.1,1.9,2.2,Sample review text 226,{},1534789879,1465994881,1991-08-12,647154244,Male,User_226
227,6.4,3291,2490,Beer_227,Style_7,3.2,4.1,5.0,1.9,2.5,Sample review text 227,{},1333733329,1223325744,1990-02-18,779011450,Other,User_227
228,11.7,8730,1915,Beer_228,Style_8,4.9,2.4,3.8,3.6,5.0,Sample review text 228,{},1194399338,1067615220,1994-01-15,726525383,,User_228
229,5.4,5866,861,Beer_229,Style_9,2.3,4.2,1.8,3.0,4.1,Sample review text 229,{},1573464428,1422537289,1992-03-13,672241114,Female,User_229
230,5.8,9429,1787,Beer_230,Style_0,1.6,2.4,2.6,3.6,4.9,Sample review text 230,{},1495184471,1527374799,1997-07-14,941751204,Other,User_230
231,11.3,7453,1215,Beer_231,Style_1,3.0,4.0,2.3,3.7,3.8,Sample review text 231,{},1488200811,1628882387,1995-02-13,868081514,Male,User_231
232,11.7,2584,2145,Beer_232,Style_2,2.6,1.1,2.4,1.1,2.6,Sample review text 232,{},1179943500,630409470,1995-03-10,1094407353,Female,User_232
233,5.6,2307,1042,Beer_233,Style_3,1.6,3.2,4.0,1.2,2.6,Sample review text 233,{},1309643992,1167528962,1995-06-10,711004268,Male,User_233
234,4.2,3085,2047,Beer_234,Style_4,4.6,4.9,3.3,3.1,3.0,Sample review text 234,{},1283935912,1606524027,1992-04-17,801939198,Female,User_234
235,9.8,1031,2162,Beer_235,Style_5,5.0,4.9,1.2,1.8,2.7,Sample review text 235,{},1204489517,894277538,1996-08-11,863814169,Other,User_235
236,11.4,8720,2741,Beer_236,Style_6,3.3,2.1,4.5,3.5,4.3,Sample review text 236,{},1012682368,1353359841,1996-06-13,1059530281,Male,User_236
237,8.4,1291,1151,Beer_237,Style_7,4.1,2.8,2.2,3.2,2.9,Sample review text 237,{},1064481987,879161428,1990-03-12,737362575,Female,User_237
238,8.7,4686,1550,Beer_238,Style_8,4.4,1.3,5.0,3.3,2.2,Sample review text 238,{},1680480343,1494173343,1994-06-17,1020100885,Female,User_238
239,9.9,2642,1569,Beer_239,Style_9,3.8,4.5,4.8,2.2,4.1,Sample review text 239,{},1233310972,1712358901,1991-02-17,769391085,Other,User_239
240,4.4,8766,1146,Beer_240,Style_0,1.2,3.3,4.8,3.6,4.4,Sample review text 240,{},1256997101,1657823505,1998-02-10,1044352534,Female,User_240
241,11.8,9769,2352,Beer_241,Style_1,1.6,2.5,4.2,4.3,2.7,Sample review text 241,{},1712251810,1216925473,1991-07-13,916803374,Female,User_241
242,6.3,4909,1581,Beer_242,Style_2,1.3,1.5,1.9,5.0,3.7,Sample review text 242,{},1594016098,1304277058,1992-01-13,1092646722,Male,User_242
243,8.7,2223,1448,Beer_243,Style_3,1.0,4.8,3.1,4.4,1.2,Sample review text 243,{},1266073248,1727677364,1991-02-14,846100482,Other,User_243
244,7.2,9638,1460,Beer_244,Style_4,2.2,3.1,1.9,3.2,3.1,Sample review text 244,{},1454840309,590422106,1990-06-17,635008406,Other,User_244
245,7.2,5373,2596,Beer_245,Style_5,2.6,2.1,2.0,1.8,1.2,Sample review text 245,{},1315801983,1587159999,1991-03-12,732391150,Male,User_245
246,9.3,3579,1302,Beer_246,Style_6,2.0,2.4,3.4,3.7,1.1,Sample review text 246,{},1290910068,1773622594,1992-04-16,837197834,,User_246
247,12.0,2422,2180,Beer_247,Style_7,1.3,2.1,1.2,4.8,3.5,Sample review text 247,{},1387304226,1587366352,1998-03-10,935411049,Male,User_247
248,8.9,8558,2107,Beer_248,Style_8,3.1,3.4,4.9,1.8,2.2,Sample review text 248,{},1271677949,1781366381,1990-04-15,1024389299,Male,User_248
249,10.1,7745,1902,Beer_249,Style_9,2.1,4.7,4.7,2.0,4.0,Sample review text 249,{},1319254957,842275829,1994-02-16,1029637742,,User_249
250,3.2,3609,2557,Beer_250,Style_0,4.2,4.4,2.5,1.6,4.6,Sample review text 250,{},1016997291,765140980,1996-03-16,1082529585,Female,User_250
251,10.3,4081,1225,Beer_251,Style_1,1.0,2.8,3.1,3.9,1.6,Sample review text 251,{},1450446361,910841383,1998-08-12,739433784,Other,User_251
252,5.7,7734,2771,Beer_252,Style_2,4.4,4.3,2.9,2.6,3.9,Sample review text 252,{},1505693993,1709021650,1994-05-17,1035126847,Other,User_252
253,4.1,9250,1904,Beer_253,Style_3,4.8,2.7,4.5,1.3,3.1,Sample review text 253,{},1589396556,1731043204,1991-06-16,1020059949,,User_253
254,4.0,9650,702,Beer_254,Style_4,3.9,2.0,3.8,4.5,1.4,Sample review text 254,{},1607265565,1767365572,1996-03-17,1033224092,Other,User_254
255,9.1,1103,1441,Beer_255,Style_5,3.9,4.9,2.1,3.2,3.6,Sample review text 255,{},1492474739,1285200525,1990-08-10,864585720,,User_255
256,12.0,5926,1088,Beer_256,Style_6,4.7,2.2,2.8,2.3,3.4,Sample review text 256,{},1058280863,1318249562,1992-08-18,791582277,Female,User_256
257,9.0,9980,1070,Beer_257,Style_7,1.8,2.3,2.7,2.4,3.1,Sample review text 257,{},1397087779,1763975999,1993-02-18,1036891181,,User_257
258,5.4,1741,695,Beer_258,Style_8,5.0,5.0,4.8,2.2,4.7,Sample review text 258,{},1021159442,884852079,1990-08-12,962554895,Other,User_258
259,4.8,7444,1845,Beer_259,Style_9,4.1,1.5,1.7,2.8,3.1,Sample review text 259,{},1708304704,1234785127,1996-02-16,1070458721,Other,User_259
260,7.7,5723,917,Beer_260,Style_0,3.9,4.0,1.4,2.3,5.0,Sample review text 260,{},1547075896,1872293538,1996-01-11,1061790258,,User_260
261,3.6,8659,2142,Beer_261,Style_1,2.4,4.7,4.5,3.2,3.0,Sample review text 261,{},1495263513,1662009206,1997-08-14,685273316,Other,User_261
262,6.6,6203,1865,Beer_262,Style_2,3.2,3.0,4.6,4.1,1.5,Sample review text 262,{},1683940882,1657875031,1998-08-12,789157770,,User_262
263,9.0,3976,508,Beer_263,Style_3,3.6,1.0,4.5,3.7,2.9,Sample review text 263,{},1323362130,1391007911,1992-03-17,838197258,Other,User_263
264,11.7,8426,1031,Beer_264,Style_4,3.5,2.5,3.0,2.2,1.7,Sample review text 264,{},1004180107,1414029418,1998-02-12,738502974,Male,User_264
265,6.8,7503,648,Beer_265,Style_5,3.8,1.4,3.6,3.1,3.4,Sample review text 265,{},1628277047,1254278637,1997-02-17,1008047228,Female,User_265
266,4.8,9619,2930,Beer_266,Style_6,1.3,2.7,3.3,4.4,3.8,Sample review text 266,{},1416282884,1359387697,1994-06-13,858089688,Other,User_266
267,10.4,7486,2052,Beer_267,Style_7,2.4,4.2,1.3,1.3,2.9,Sample review text 267,{},1134410135,743447781,1992-08-18,813874873,Other,User_267
268,9.7,7490,1535,Beer_268,Style_8,2.7,2.8,3.4,1.3,1.4,Sample review text 268,{},1446786509,1695817452,1997-01-10,689106322,Other,User_268
269,10.7,2944,975,Beer_269,Style_9,2.0,2.7,1.1,3.2,2.9,Sample review text 269,{},1184621682,1745085866,1994-04-16,648561183,,User_269
270,4.9,7239,2117,Beer_270,Style_0,1.7,3.2,2.3,3.6,1.3,Sample review text 270,{},1340534949,1802058662,1997-06-11,966152369,Other,User_270
271,6.6,8422,2479,Beer_271,Style_1,1.6,3.3,4.7,1.8,3.7,Sample review text 271,{},1511794942,1064111241,1993-07-14,1086905849,,User_271
272,11.8,6973,1576,Beer_272,Style_2,2.5,4.4,2.2,4.0,4.2,Sample review text 272,{},1393932747,817353534,1990-05-11,739939783,Other,User_272
273,4.4,6521,705,Beer_273,Style_3,3.0,2.2,4.8,3.6,4.8,Sample review text 273,{},1564305715,1632079887,1994-06-10,997298614,Male,User_273
274,9.0,1411,1244,Beer_274,Style_4,1.3,4.3,2.0,4.7,1.6,Sample review text 274,{},1536714237,1834386941,1992-06-15,1078769483,Male,User_274
275,5.1,7090,1412,Beer_275,Style_5,4.8,3.3,2.3,1.7,3.1,Sample review text 275,{},1417215690,895326294,1996-02-12,1085647842,Female,User_275
276,7.5,1246,553,Beer_276,Style_6,4.1,2.2,3.5,4.0,3.3,Sample review text 276,{},1392386470,759474265,1990-05-16,808359877,,User_276
277,10.2,7842,2103,Beer_277,Style_7,3.9,2.2,4.0,1.3,4.7,Sample review text 277,{},1228976570,1174037213,1992-05-13,1061474836,Female,User_277
278,7.4,7564,2326,Beer_278,Style_8,1.7,2.4,3.0,3.3,3.5,Sample review text 278,{},1151622041,892918079,1990-04-16,1029599220,Other,User_278
279,10.2,3171,843,Beer_279,Style_9,3.4,3.5,4.5,3.2,1.6,Sample review text 279,{},1619146048,1492109471,1993-08-10,1077112217,Other,User_279
280,6.8,8278,1692,Beer_280,Style_0,3.1,1.9,1.2,2.6,2.7,Sample review text 280,{},1636426352,1309819528,1995-04-13,679727735,Male,User_280
281,12.0,8457,2432,Beer_281,Style_1,4.9,4.7,4.7,4.4,3.6,Sample review text 281,{},1628877934,1579923466,1991-08-10,763825408,Female,User_281
282,6.9,6718,1684,Beer_282,Style_2,4.0,3.3,1.8,1.0,3.8,Sample review text 282,{},1050986120,911273629,1992-02-14,984004688,Other,User_282
283,4.3,3060,1202,Beer_283,Style_3,3.3,4.7,4.5,3.1,4.5,Sample review text 283,{},1549990020,1722372583,1998-06-16,1083439714,Other,User_283
284,6.6,4334,1810,Beer_284,Style_4,4.4,1.2,2.6,1.9,1.7,Sample review text 284,{},1527168327,966271630,1993-08-13,967038234,,User_284
285,9.7,8190,2398,Beer_285,Style_5,1.6,2.4,4.3,4.0,4.8,Sample review text 285,{},1060354836,941787439,1995-04-10,1052593137,Other,User_285
286,10.6,1944,2959,Beer_286,Style_6,1.1,1.1,3.7,1.2,1.2,Sample review text 286,{},1525367008,813528669,1995-08-14,850043969,Female,User_286
287,7.1,6361,698,Beer_287,Style_7,3.8,2.1,1.7,4.3,4.9,Sample review text 287,{},1024217706,694486481,1991-01-15,889670499,Male,User_287
288,8.4,6284,888,Beer_288,Style_8,1.4,4.4,4.7,4.4,4.4,Sample review text 288,{},1711341971,1070108662,1991-01-18,1077802176,Male,User_288
289,10.6,7881,973,Beer_289,Style_9,1.5,1.1,2.0,4.3,3.6,Sample review text 289,{},1254111637,1409541691,1990-07-14,1004368265,Other,User_289
290,10.3,9367,1904,Beer_290,Style_0,4.0,2.7,2.0,1.6,3.9,Sample review text 290,{},1654802764,1505909059,1997-04-12,909533662,Other,User_290
291,8.9,8940,1264,Beer_291,Style_1,2.1,1.5,4.3,3.5,1.3,Sample review text 291,{},1236823526,1634957368,1994-05-17,866569725,Other,User_291
292,10.3,1333,2154,Beer_292,Style_2,3.5,2.7,1.4,1.1,1.2,Sample review text 292,{},1348865233,1856426303,1995-07-11,1076058020,,User_292
293,8.2,3945,1091,Beer_293,Style_3,4.7,4.4,1.9,4.4,1.4,Sample review text 293,{},1302769821,1521175989,1990-05-12,754947752,Other,User_293
294,3.0,5780,2348,Beer_294,Style_4,2.3,3.5,3.0,3.9,1.3,Sample review text 294,{},1144079072,577807695,1991-04-12,665407533,Other,User_294
295,3.4,5656,1595,Beer_295,Style_5,1.9,3.9,4.3,3.1,3.2,Sample review text 295,{},1586026937,777308246,1998-07-14,717339508,,User_295
296,11.8,3665,1481,Beer_296,Style_6,1.4,2.4,1.6,3.9,1.9,Sample review text 296,{},1578776571,1452739018,1993-08-18,966512972,Female,User_296
297,4.3,8131,667,Beer_297,Style_7,1.5,4.8,3.2,1.4,4.4,Sample review text 297,{},1324689856,867905210,1993-06-10,817875372,,User_297
298,6.6,5935,783,Beer_298,Style_8,1.2,3.8,3.8,3.1,2.8,Sample review text 298,{},1349584931,733821397,1991-07-13,798527482,Male,User_298
299,11.4,1415,1698,Beer_299,Style_9,1.4,2.7,4.4,2.2,3.8,Sample review text 299,{},1279394437,802856614,1998-06-15,1004111613,,User_299
300,4.8,1707,1743,Beer_300,Style_0,2.7,2.7,4.7,4.9,3.6,Sample review text 300,{},1492606500,1839876471,1998-04-13,885032279,,User_300
301,10.6,8788,1390,Beer_301,Style_1,2.3,4.7,4.1,4.4,2.3,Sample review text 301,{},1494450780,910813326,1992-07-16,717644186,Female,User_301
302,10.4,3684,2681,Beer_302,Style_2,3.8,3.3,3.6,3.9,2.0,Sample review text 302,{},1545142858,843918320,1998-07-15,1021820992,Female,User_302
303,11.9,8494,2154,Beer_303,Style_3,4.5,3.8,2.7,4.7,2.4,Sample review text 303,{},1009612019,1620426318,1991-06-17,801388400,Other,User_303
304,5.5,4366,621,Beer_304,Style_4,4.1,2.7,1.4,2.4,4.2,Sample review text 304,{},1072717004,1663120027,1995-01-13,746121427,,User_304
305,5.8,4503,1332,Beer_305,Style_5,3.1,1.9,3.8,4.6,3.3,Sample review text 305,{},1356131274,1492684835,1992-03-14,1049225735,Female,User_305
306,11.1,5442,2422,Beer_306,Style_6,1.4,3.9,5.0,2.3,2.0,Sample review text 306,{},1644660922,975193909,1992-03-11,907477058,Male,User_306
307,5.1,7180,1521,Beer_307,Style_7,3.8,3.4,3.9,3.9,4.3,Sample review text 307,{},1062809765,620931984,1991-04-12,1096653232,Other,User_307
308,7.9,3559,2493,Beer_308,Style_8,2.5,3.0,1.1,3.9,1.2,Sample review text 308,{},1330621554,840756565,1998-06-16,1063637983,,User_308
309,9.4,9137,1394,Beer_309,Style_9,1.3,3.5,3.0,1.1,3.8,Sample review text 309,{},1339347864,944425686,1995-08-17,726383482,Male,User_309
310,5.4,4971,2015,Beer_310,Style_0,4.4,1.8,3.5,2.4,2.8,Sample review text 310,{},1701252940,903352085,1998-03-16,915805547,Female,User_310
311,11.4,3957,788,Beer_311,Style_1,2.4,4.2,3.8,1.1,3.9,Sample review text 311,{},1692060137,754177059,1998-01-18,712644088,Other,User_311
312,9.0,7916,1576,Beer_312,Style_2,1.9,4.8,3.9,5.0,4.7,Sample review text 312,{},1088257184,1195969515,1996-02-13,1001614456,Male,User_312
313,3.4,2729,1871,Beer_313,Style_3,4.5,4.6,3.2,1.5,4.0,Sample review text 313,{},1006041100,1838041526,1995-03-15,680322392,,User_313
314,4.2,1026,1574,Beer_314,Style_4,4.6,2.3,1.9,3.2,2.8,Sample review text 314,{},1084614132,1454368425,1995-07-11,882645592,Male,User_314
315,4.7,3583,1338,Beer_315,Style_5,2.4,2.6,4.8,4.2,1.6,Sample review text 315,{},1601497559,635828127,1994-07-15,1033547761,Other,User_315
316,5.2,4055,539,Beer_316,Style_6,2.4,4.2,3.8,1.8,4.2,Sample review text 316,{},1641492883,1800155409,1992-03-14,994774925,,User_316
317,9.6,7801,2797,Beer_317,Style_7,3.3,3.4,1.9,2.9,2.8,Sample review text 317,{},1680210704,935019553,1997-03-14,675873725,,User_317
318,3.8,2658,2765,Beer_318,Style_8,3.9,3.2,2.3,3.4,1.3,Sample review text 318,{},1730126714,949202040,1992-01-12,635609514,Male,User_318
319,6.2,4951,678,Beer_319,Style_9,1.3,4.7,4.7,1.6,3.9,Sample review text 319,{},1706415217,1840376748,1991-06-17,880035098,Other,User_319
320,11.2,8299,682,Beer_320,Style_0,3.4,3.1,4.5,4.1,2.2,Sample review text 320,{},1176470679,736090198,1995-01-17,1078855791,,User_320
321,8.0,8456,2259,Beer_321,Style_1,4.8,3.1,2.6,2.2,1.2,Sample review text 321,{},1551666713,1157641887,1990-01-17,1042972127,Other,User_321
322,5.4,5137,1687,Beer_322,Style_2,2.0,1.2,1.2,1.8,4.6,Sample review text 322,{},1598940327,1493042797,1995-07-11,766477722,Female,User_322
323,11.6,8931,2269,Beer_323,Style_3,4.6,1.3,1.2,3.2,2.9,Sample review text 323,{},1545245727,693937086,1998-08-13,1091211459,Male,User_323
324,5.2,2714,1900,Beer_324,Style_4,4.8,1.0,2.1,2.6,2.1,Sample review text 324,{},1629447388,1237384374,1991-05-15,783262974,Other,User_324
325,11.1,4331,1204,Beer_325,Style_5,2.1,4.7,3.5,4.7,3.9,Sample review text 325,{},1620719821,1533930794,1990-07-10,992200550,Female,User_325
326,9.5,4347,996,Beer_326,Style_6,4.0,2.6,3.3,4.5,4.5,Sample review text 326,{},1143118244,1811317269,1995-05-12,712037706,Female,User_326
327,9.7,2986,1096,Beer_327,Style_7,2.0,2.9,3.5,2.9,1.0,Sample review text 327,{},1394067553,1516848214,1995-04-15,1015610991,Other,User_327
328,9.9,4544,973,Beer_328,Style_8,4.0,4.4,3.9,2.4,3.8,Sample review text 328,{},1670769242,950943171,1993-07-10,1049780911,Other,User_328
329,7.6,7979,1184,Beer_329,Style_9,4.2,3.4,1.1,2.3,4.1,Sample review text 329,{},1460759515,1592990284,1994-08-15,978122178,Male,User_329
330,10.3,1701,1560,Beer_330,Style_0,2.0,3.4,1.4,2.1,1.8,Sample review text 330,{},1046538616,903051132,1998-04-18,693746328,Male,User_330
331,10.5,8737,2122,Beer_331,Style_1,3.9,2.2,2.4,3.2,3.0,Sample review text 331,{},1037455870,686052703,1997-03-15,810646079,,User_331
332,6.2,4786,2164,Beer_332,Style_2,4.2,4.3,1.6,4.2,1.4,Sample review text 332,{},1098562773,1211652729,1993-01-18,935567862,Male,User_332
333,6.6,8262,818,Beer_333,Style_3,2.4,1.7,1.3,2.2,4.0,Sample review text 333,{},1260265147,802781596,1993-03-14,839412247,Other,User_333
334,11.0,3471,1935,Beer_334,Style_4,1.7,1.2,3.6,1.8,4.4,Sample review text 334,{},1606576184,639454503,1992-04-18,980937864,,User_334
335,7.7,6014,2903,Beer_335,Style_5,1.4,1.8,4.3,2.9,1.4,Sample review text 335,{},1721391210,1295594599,1996-08-12,860070663,Female,User_335
336,10.8,7659,2194,Beer_336,Style_6,3.3,2.1,4.0,1.3,4.3,Sample review text 336,{},1737070274,1351090422,1992-07-16,643216998,Female,User_336
337,8.6,5260,2488,Beer_337,Style_7,4.9,2.1,4.3,3.8,4.1,Sample review text 337,{},1137450005,571908012,1997-06-14,965150430,Other,User_337
338,8.3,6545,728,Beer_338,Style_8,4.3,3.7,3.7,3.1,2.4,Sample review text 338,{},1680954553,1837228662,1990-03-14,1005169594,,User_338
339,3.3,4044,1228,Beer_339,Style_9,2.7,1.9,3.9,3.0,3.8,Sample review text 339,{},1062348143,1304354220,1992-07-10,839508880,,User_339
340,5.5,4883,1787,Beer_340,Style_0,3.1,3.7,2.1,2.2,1.0,Sample review text 340,{},1389308500,992604176,1996-01-15,1064770090,Male,User_340
341,7.5,3940,2010,Beer_341,Style_1,2.1,1.4,5.0,4.6,4.7,Sample review text 341,{},1458230351,1759628389,1995-06-16,938959070,Female,User_341
342,8.3,6161,1060,Beer_342,Style_2,1.7,1.6,1.7,1.4,3.2,Sample review text 342,{},1512316232,1272333441,1990-03-12,1009618243,Female,User_342
343,8.7,2820,1875,Beer_343,Style_3,2.9,3.0,1.9,4.5,3.5,Sample review text 343,{},1719257676,1047169643,1998-02-14,1022804483,Male,User_343
